MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
933,The Ticket,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,2016,97,5.4,924,82.95637615,52,541,D598
934,Detour,"A young law student blindly enters into a pact with a man who offers to kill his stepfather, whom he feels is responsible for the accident that sent his mother into a coma.",2016,97,6.3,2205,82.95637615,46,964,D599
935,The Love Witch,A modern-day witch uses spells and magic to get men to fall in love with her.,2016,120,6.2,4669,0.22,82,965,D600
936,Talladega Nights: The Ballad of Ricky Bobby,"#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",2006,108,6.6,137502,148.21,66,966,D601
937,The Human Centipede (First Sequence),"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",2009,92,4.4,60655,0.18,33,967,D601
938,Super,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",2010,96,6.8,64535,0.32,50,968,D602
939,The Siege of Jadotville,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,2016,108,7.3,14689,82.95637615,83,969,D602
940,Up in the Air,"Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",2009,109,7.4,279694,83.81,58.98504274,970,D602
941,The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",2008,98,6.1,50255,0.07,58,971,D602
942,The Twilight Saga: Eclipse,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",2010,124,4.9,192740,300.52,58,972,D603
943,Transpecos,"For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives.",2016,86,5.8,1292,82.95637615,73,246,D604
944,What's Your Number?,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,2011,106,6.1,62095,13.99,35,973,D605
945,Riddick,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",2013,119,6.4,132098,42,49,294,D605
946,Triangle,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.",2009,99,6.9,72533,82.95637615,66,974,D606
947,The Butler,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",2013,132,7.2,93322,116.63,58.98504274,565,D607
948,King Cobra,"This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary »",2016,91,5.6,3990,0.03,48,975,D607
949,After Earth,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",2013,100,4.9,166512,60.52,33,976,D608
950,Kicks,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",2016,80,6.1,2417,0.15,69,397,D609
951,Me and Earl and the Dying Girl,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",2015,105,7.8,92076,6.74,74,977,D610
952,The Descendants,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,2011,115,7.3,211348,82.62,84,978,D611
953,Sex and the City 2,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",2010,146,4.3,62403,95.33,27,979,D611
954,The Kings of Summer,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",2013,95,7.2,65653,1.29,61,980,D611
955,Death Race,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,2008,105,6.4,173731,36.06,43,981,D612
956,That Awkward Moment,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",2014,94,6.2,81823,26.05,36,982,D613
957,Legion,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",2010,100,5.2,84158,40.17,32,838,D614
958,End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",2012,109,7.7,192190,40.98,68,983,D615
959,3 Days to Kill,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,2014,117,6.2,73567,30.69,40,984,D615
960,Lucky Number Slevin,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,2006,110,7.8,271940,22.49,53,424,D615
961,Trance,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,2013,101,7,97141,2.32,61,985,D616
962,Into the Forest,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home.",2015,101,5.9,10220,0.01,59,986,D617
963,The Other Boleyn Girl,Two sisters contend for the affection of King Henry VIII.,2008,115,6.7,88260,26.81,50,593,D618
964,I Spit on Your Grave,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",2010,108,6.3,60133,0.09,27,334,D618
965,Custody,The lives of three women are unexpectedly changed when they cross paths at a New York Family Court.,2016,104,6.9,280,82.95637615,72,987,D619
966,Inland Empire,"As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal.",2006,180,7,44227,82.95637615,58.98504274,988,D620
967,L'odyssée,"Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life.",2016,122,6.7,1810,82.95637615,70,989,D621
968,The Walk,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",2015,123,7.3,92378,10.14,58.98504274,990,D622
969,Wrecker,"Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a ""short cut,"" they become the target of a relentless and psychotic trucker... See full summary »",2015,83,3.5,1210,82.95637615,37,991,D623
970,The Lone Ranger,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",2013,150,6.5,190855,89.29,58.98504274,992,D624
971,Texas Chainsaw 3D,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,2013,92,4.8,37060,34.33,62,993,D625
972,Disturbia,A teen living under house arrest becomes convinced his neighbor is a serial killer.,2007,105,6.9,193491,80.05,58.98504274,994,D626
973,Rock of Ages,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",2012,123,5.9,64513,38.51,47,995,D626
974,Scream 4,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",2011,111,6.2,108544,38.18,52,856,D626
975,Queen of Katwe,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,2016,124,7.4,6753,8.81,73,996,D627
